#SampleID	Metaphlan2_Analysis
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|c__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;	3
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|c__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|o__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;	3
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|c__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|o__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|f__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;	3
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|c__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|o__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|f__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|g__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;	3
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|c__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|o__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|f__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|g__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;|s__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-756;	3
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|c__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|c__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|o__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|c__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|o__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|f__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|c__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|o__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|f__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|g__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|c__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|o__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|f__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|g__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;|s__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Palsa-461;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|c__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|c__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|o__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|c__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|o__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|f__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|c__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|o__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|f__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|g__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|p__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|c__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|o__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|f__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|g__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;|s__Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;UBA8139;;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|f__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|f__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|g__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|f__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|g__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;|s__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;;;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|f__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|f__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|g__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|f__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|g__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;|s__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;IMCC26256;JAENVU01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|f__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|f__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|g__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|f__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|g__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;|s__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JACDBD01;JACDBD01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|f__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|f__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|g__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|f__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|g__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;|s__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-555;;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|f__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|f__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|g__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|p__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|c__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|o__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|f__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|g__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;|s__Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;PALSA-610;;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|p__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|p__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|c__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|p__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|c__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|o__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|p__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|c__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|o__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|f__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|p__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|c__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|o__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|f__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|g__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|p__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|c__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|o__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|f__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|g__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;|s__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;JAHWLC01;	1
d__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|p__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|p__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|c__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|p__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|c__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|o__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|p__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|c__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|o__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|f__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|p__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|c__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|o__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|f__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|g__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;	2
d__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|p__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|c__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|o__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|f__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|g__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;|s__Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;ZC4RG35;SZUA-217;	2
d__Bacteria;Actinomycetota;Actinomycetia;;;;	5
d__Bacteria;Actinomycetota;Actinomycetia;;;;|p__Bacteria;Actinomycetota;Actinomycetia;;;;	5
d__Bacteria;Actinomycetota;Actinomycetia;;;;|p__Bacteria;Actinomycetota;Actinomycetia;;;;|c__Bacteria;Actinomycetota;Actinomycetia;;;;	5
d__Bacteria;Actinomycetota;Actinomycetia;;;;|p__Bacteria;Actinomycetota;Actinomycetia;;;;|c__Bacteria;Actinomycetota;Actinomycetia;;;;|o__Bacteria;Actinomycetota;Actinomycetia;;;;	5
d__Bacteria;Actinomycetota;Actinomycetia;;;;|p__Bacteria;Actinomycetota;Actinomycetia;;;;|c__Bacteria;Actinomycetota;Actinomycetia;;;;|o__Bacteria;Actinomycetota;Actinomycetia;;;;|f__Bacteria;Actinomycetota;Actinomycetia;;;;	5
d__Bacteria;Actinomycetota;Actinomycetia;;;;|p__Bacteria;Actinomycetota;Actinomycetia;;;;|c__Bacteria;Actinomycetota;Actinomycetia;;;;|o__Bacteria;Actinomycetota;Actinomycetia;;;;|f__Bacteria;Actinomycetota;Actinomycetia;;;;|g__Bacteria;Actinomycetota;Actinomycetia;;;;	5
d__Bacteria;Actinomycetota;Actinomycetia;;;;|p__Bacteria;Actinomycetota;Actinomycetia;;;;|c__Bacteria;Actinomycetota;Actinomycetia;;;;|o__Bacteria;Actinomycetota;Actinomycetia;;;;|f__Bacteria;Actinomycetota;Actinomycetia;;;;|g__Bacteria;Actinomycetota;Actinomycetia;;;;|s__Bacteria;Actinomycetota;Actinomycetia;;;;	5
d__Bacteria;Actinomycetota;Actinomycetia;Acidothermales;Acidothermaceae;PALSA-607;	1
d__Bacteria;Actinomycetota;Actinomycetia;Acidothermales;Acidothermaceae;PALSA-607;|p__Bacteria;Actinomycetota;Actinomycetia;Acidothermales;Acidothermaceae;PALSA-607;	1
d__Bacteria;Actinomycetota;Actinomycetia;Acidothermales;Acidothermaceae;PALSA-607;|p__Bacteria;Actinomycetota;Actinomycetia;Acidothermales;Acidothermaceae;PALSA-607;|c__Bacteria;Actinomycetota;Actinomycetia;Acidothermales;Acidothermaceae;PALSA-607;	1
